id,type_bien,titre,ville,region,surface_m2,nb_pieces,loyer_mensuel_eur,adresse,prix_m2,lat,lon
appartement_etudiant_rouen_p23_7,appartement_etudiant,2 chambres appartement de 42m²,rouen,Normandie,42.0,2,695.0,"Banque de France, 32 Rue Jean Lecanuet, 76000 Rouen, France",16.5,49.444923,1.091245
appartement_etudiant_rouen_p23_9,appartement_etudiant,2 chambres appartement de 48m²,rouen,Normandie,48.0,2,650.0,"3, 61, 63 Rue Orbe, 76000 Rouen, France",13.5,49.442785,1.105442
appartement_etudiant_rouen_p23_11,appartement_etudiant,1 chambre appartement de 85m²,rouen,Normandie,85.0,1,605.0,"Rouen, Seine-Maritime, France",7.1,49.439185,1.092472
appartement_etudiant_rouen_p23_17,appartement_etudiant,2 chambres appartement de 32m²,rouen,Normandie,32.0,2,500.0,"Banque de France, 32 Rue Jean Lecanuet, 76000 Rouen, France",15.6,49.444923,1.091245
appartement_etudiant_rouen_p24_3,appartement_etudiant,2 chambres appartement de 32m²,rouen,Normandie,32.0,2,520.0,"Banque de France, 32 Rue Jean Lecanuet, 76000 Rouen, France",16.2,49.444923,1.091245
appartement_etudiant_rouen_p24_5,appartement_etudiant,2 chambres appartement de 26m²,rouen,Normandie,26.0,2,490.0,"Rouen, Seine-Maritime, France",18.8,49.439185,1.092472
appartement_etudiant_rouen_p24_10,appartement_etudiant,2 chambres appartement de 48m²,rouen,Normandie,48.0,2,588.0,"Rouen, Seine-Maritime, France",12.2,49.439185,1.092472
appartement_etudiant_rouen_p24_14,appartement_etudiant,2 chambres appartement de 36m²,rouen,Normandie,36.0,2,595.0,"Rouen, Seine-Maritime, France",16.5,49.439185,1.092472
appartement_etudiant_rouen_p24_15,appartement_etudiant,2 chambres appartement de 47m²,rouen,Normandie,47.0,2,700.0,"Rouen, Seine-Maritime, France",14.9,49.439185,1.092472
appartement_etudiant_rouen_p24_17,appartement_etudiant,2 chambres appartement de 45m²,rouen,Normandie,45.0,2,660.0,"Rouen, Seine-Maritime, France",14.7,49.439185,1.092472
appartement_etudiant_rouen_p24_19,appartement_etudiant,2 chambres appartement de 33m²,rouen,Normandie,33.0,2,500.0,"Rouen, Seine-Maritime, France",15.2,49.439185,1.092472
appartement_etudiant_rouen_p24_20,appartement_etudiant,2 chambres appartement de 51m²,rouen,Normandie,51.0,2,690.0,"76100 Rouen, France",13.5,49.433959,1.071369
appartement_etudiant_rouen_p25_2,appartement_etudiant,3 chambres appartement de 58m²,rouen,Normandie,58.0,3,595.0,"Rouen, Seine-Maritime, France",10.3,49.439185,1.092472
appartement_etudiant_rouen_p25_4,appartement_etudiant,2 chambres appartement de 26m²,rouen,Normandie,26.0,2,650.0,"Rouen, Seine-Maritime, France",25.0,49.439185,1.092472
appartement_etudiant_rouen_p26_4,appartement_etudiant,2 chambres appartement de 24m²,rouen,Normandie,24.0,2,550.0,"Banque de France, 32 Rue Jean Lecanuet, 76000 Rouen, France",22.9,49.444923,1.091245
appartement_etudiant_rouen_p26_5,appartement_etudiant,2 chambres appartement de 48m²,rouen,Normandie,48.0,2,540.0,"Banque de France, 32 Rue Jean Lecanuet, 76000 Rouen, France",11.2,49.444923,1.091245
appartement_etudiant_rouen_p26_9,appartement_etudiant,3 chambres appartement de 46m²,rouen,Normandie,46.0,3,590.0,"Banque de France, 32 Rue Jean Lecanuet, 76000 Rouen, France",12.8,49.444923,1.091245
appartement_etudiant_rouen_p26_10,appartement_etudiant,2 chambres appartement de 42m²,rouen,Normandie,42.0,2,500.0,"Banque de France, 32 Rue Jean Lecanuet, 76000 Rouen, France",11.9,49.444923,1.091245
appartement_etudiant_rouen_p27_7,appartement_etudiant,2 chambres appartement de 44m²,rouen,Normandie,44.0,2,700.0,"Rouen, Seine-Maritime, France",15.9,49.439185,1.092472
appartement_etudiant_rouen_p27_11,appartement_etudiant,2 chambres appartement de 27m²,rouen,Normandie,27.0,2,534.0,"Rouen, Seine-Maritime, France",19.8,49.439185,1.092472
appartement_etudiant_rouen_p27_13,appartement_etudiant,2 chambres appartement de 24m²,rouen,Normandie,24.0,2,670.0,"Rouen, Seine-Maritime, France",27.9,49.439185,1.092472
appartement_etudiant_rouen_p27_16,appartement_etudiant,2 chambres appartement de 45m²,rouen,Normandie,45.0,2,600.0,"Banque de France, 32 Rue Jean Lecanuet, 76000 Rouen, France",13.3,49.444923,1.091245
appartement_etudiant_rouen_p27_17,appartement_etudiant,2 chambres appartement de 36m²,rouen,Normandie,36.0,2,511.0,"27 bis Contre-Allée Boulevard de Verdun, 76000 Rouen, France",14.2,49.443785,1.112571
appartement_etudiant_rouen_p27_20,appartement_etudiant,2 chambres appartement de 27m²,rouen,Normandie,27.0,2,650.0,"Rouen, Seine-Maritime, France",24.1,49.439185,1.092472
appartement_etudiant_rouen_p28_4,appartement_etudiant,3 chambres appartement de 51m²,rouen,Normandie,51.0,3,550.0,"Rouen, Seine-Maritime, France",10.8,49.439185,1.092472
appartement_etudiant_rouen_p28_6,appartement_etudiant,2 chambres appartement de 26m²,rouen,Normandie,26.0,2,534.0,"Rouen, Seine-Maritime, France",20.5,49.439185,1.092472
appartement_etudiant_rouen_p28_13,appartement_etudiant,2 chambres appartement de 34m²,rouen,Normandie,34.0,2,530.0,"3, 61, 63 Rue Orbe, 76000 Rouen, France",15.6,49.442785,1.105442
appartement_etudiant_rouen_p28_19,appartement_etudiant,2 chambres appartement de 43m²,rouen,Normandie,43.0,2,520.0,"Banque de France, 32 Rue Jean Lecanuet, 76000 Rouen, France",12.1,49.444923,1.091245
appartement_etudiant_rouen_p28_20,appartement_etudiant,2 chambres appartement de 41m²,rouen,Normandie,41.0,2,695.0,"40 Rue des Fossés Louis VIII, 76000 Rouen, France",17.0,49.443058,1.094397
appartement_etudiant_rouen_p29_3,appartement_etudiant,2 chambres appartement de 46m²,rouen,Normandie,46.0,2,430.0,"Rouen, Seine-Maritime, France",9.3,49.439185,1.092472
appartement_etudiant_rouen_p29_5,appartement_etudiant,3 chambres appartement de 45m²,rouen,Normandie,45.0,3,628.0,"Rouen, Seine-Maritime, France",14.0,49.439185,1.092472
appartement_etudiant_rouen_p29_7,appartement_etudiant,2 chambres appartement de 38m²,rouen,Normandie,38.0,2,615.0,"Rouen, Seine-Maritime, France",16.2,49.439185,1.092472
appartement_etudiant_rouen_p29_8,appartement_etudiant,2 chambres appartement de 28m²,rouen,Normandie,28.0,2,535.0,"Rouen, Seine-Maritime, France",19.1,49.439185,1.092472
appartement_etudiant_rouen_p30_2,appartement_etudiant,1 chambre appartement de 25m²,rouen,Normandie,25.0,1,580.0,"Rouen, Seine-Maritime, France",23.2,49.439185,1.092472
appartement_etudiant_rouen_p30_11,appartement_etudiant,2 chambres appartement de 27m²,rouen,Normandie,27.0,2,670.0,"13 Rue Jean Revel, 76000 Rouen, France",24.8,49.447925,1.083326
chambre_strasbourg_p1_1,chambre,1 chambre de 68m²,strasbourg,Grand Est,68.0,1,480.0,"Avenue de Vitry-le-François, 67017 Strasbourg, France",7.1,48.56985,7.793239
chambre_strasbourg_p1_2,chambre,1 chambre de 90m²,strasbourg,Grand Est,90.0,1,627.0,"Avenue du Général de Gaulle, 67085 Strasbourg, France",7.0,48.578784,7.769614
chambre_strasbourg_p1_3,chambre,1 chambre de 12m²,strasbourg,Grand Est,12.0,1,672.0,"6 Place Saint-Antoine, 67205 Strasbourg, France",56.0,48.598043,7.707534
chambre_strasbourg_p1_4,chambre,1 chambre de 133m²,strasbourg,Grand Est,133.0,1,693.0,"Boulevard Clemenceau, 67000 Strasbourg, France",5.2,48.591044,7.745491
chambre_strasbourg_p1_5,chambre,1 chambre de 100m²,strasbourg,Grand Est,100.0,1,638.0,"Rue de Bruxelles, 67091 Strasbourg, France",6.4,,
chambre_strasbourg_p1_6,chambre,1 chambre de 100m²,strasbourg,Grand Est,100.0,1,671.0,"Rue de Bruxelles, 67091 Strasbourg, France",6.7,,
chambre_strasbourg_p1_7,chambre,1 chambre de 104m²,strasbourg,Grand Est,104.0,1,676.0,"Avenue du Général de Gaulle, 67085 Strasbourg, France",6.5,48.578784,7.769614
chambre_strasbourg_p1_8,chambre,1 chambre de 103m²,strasbourg,Grand Est,103.0,1,742.0,"Allée de la Robertsau, 67091 Strasbourg, France",7.2,,
chambre_strasbourg_p1_9,chambre,1 chambre de 100m²,strasbourg,Grand Est,100.0,1,704.0,"Rue de Londres, 67085 Strasbourg, France",7.0,,
chambre_strasbourg_p1_10,chambre,1 chambre de 100m²,strasbourg,Grand Est,100.0,1,742.0,"Rue d'Upsal, 67085 Strasbourg, France",7.4,48.579224,7.77828
chambre_strasbourg_p1_11,chambre,1 chambre de 95m²,strasbourg,Grand Est,95.0,1,704.0,"Rue d'Upsal, 67085 Strasbourg, France",7.4,48.579224,7.77828
chambre_strasbourg_p1_12,chambre,1 chambre de 133m²,strasbourg,Grand Est,133.0,1,704.0,"Boulevard Clemenceau, 67000 Strasbourg, France",5.3,48.591044,7.745491
chambre_strasbourg_p1_13,chambre,1 chambre de 87m²,strasbourg,Grand Est,87.0,1,770.0,"Quai Kellermann, 67003 Strasbourg, France",8.9,48.586009,7.745145
chambre_strasbourg_p1_14,chambre,1 chambre de 95m²,strasbourg,Grand Est,95.0,1,715.0,"Rue de Wallonie, 67085 Strasbourg, France",7.5,48.582752,7.775844
chambre_strasbourg_p1_15,chambre,1 chambre de 95m²,strasbourg,Grand Est,95.0,1,682.0,"Rue d'Upsal, 67085 Strasbourg, France",7.2,48.579224,7.77828
maison_strasbourg_p1_1,maison,3 chambres maison de 56m²,strasbourg,Grand Est,56.0,3,764.0,"9 Rue de Zürich, 67000 Strasbourg, France",13.6,,
maison_strasbourg_p1_2,maison,5 chambres maison de 134m²,strasbourg,Grand Est,134.0,5,1470.0,"7 Allée de la Robertsau, 67091 Strasbourg, France",11.0,48.587027,7.763812
maison_strasbourg_p1_3,maison,6 chambres maison de 170m²,strasbourg,Grand Est,170.0,6,1313.0,"3 Rue du Parc, 67081 Strasbourg, France",7.7,48.601879,7.783441
maison_strasbourg_p1_4,maison,5 chambres maison de 102m²,strasbourg,Grand Est,102.0,5,1050.0,"1 Rue Christophe Thomas Walliser, 67201 Strasbourg, France",10.3,48.587991,7.694483
maison_strasbourg_p1_5,maison,9 chambres maison de 299m²,strasbourg,Grand Est,299.0,9,3420.0,"10 Rue Catherine Pozzi, 67200 Strasbourg, France",11.4,48.585923,7.717447
maison_strasbourg_p1_7,maison,3 chambres maison de 70m²,strasbourg,Grand Est,70.0,3,1350.0,"12 Rue Mozart, 67000 Strasbourg, France",19.3,48.586822,7.775136
maison_strasbourg_p1_8,maison,1 chambre maison de 220m²,strasbourg,Grand Est,220.0,1,3450.0,"Strasbourg, Bas-Rhin, France",15.7,48.570721,7.758374
appartement_etudiant_strasbourg_p1_1,appartement_etudiant,1 chambre appartement de 11m²,strasbourg,Grand Est,11.0,1,340.0,"9 Rue Brûlée, 67000 Strasbourg, France",30.9,48.584747,7.750571
appartement_etudiant_strasbourg_p1_2,appartement_etudiant,2 chambres appartement de 33m²,strasbourg,Grand Est,33.0,2,513.0,"Strasbourg, Bas-Rhin, France",15.5,48.570721,7.758374
appartement_etudiant_strasbourg_p1_3,appartement_etudiant,4 chambres appartement de 12m²,strasbourg,Grand Est,12.0,4,345.0,"67100 Strasbourg, France",28.8,48.53819,7.773313
appartement_etudiant_strasbourg_p1_4,appartement_etudiant,1 chambre appartement de 16m²,strasbourg,Grand Est,16.0,1,367.0,"67200 Strasbourg, France",22.9,48.582855,7.713642
appartement_etudiant_strasbourg_p1_5,appartement_etudiant,1 chambre appartement de 44m²,strasbourg,Grand Est,44.0,1,695.0,"Strasbourg, Bas-Rhin, France",15.8,48.570721,7.758374
appartement_etudiant_strasbourg_p1_6,appartement_etudiant,1 chambre appartement de 30m²,strasbourg,Grand Est,30.0,1,527.0,"Strasbourg, Bas-Rhin, France",17.6,48.570721,7.758374
appartement_etudiant_strasbourg_p1_7,appartement_etudiant,1 chambre appartement de 21m²,strasbourg,Grand Est,21.0,1,480.0,"Strasbourg, Bas-Rhin, France",22.9,48.570721,7.758374
appartement_etudiant_strasbourg_p1_8,appartement_etudiant,1 chambre appartement de 12m²,strasbourg,Grand Est,12.0,1,486.0,"67100 Strasbourg, France",40.5,48.53819,7.773313
appartement_etudiant_strasbourg_p1_9,appartement_etudiant,2 chambres appartement de 39m²,strasbourg,Grand Est,39.0,2,651.0,"Strasbourg, Bas-Rhin, France",16.7,48.570721,7.758374
appartement_etudiant_strasbourg_p1_10,appartement_etudiant,1 chambre appartement de 24m²,strasbourg,Grand Est,24.0,1,606.0,"Strasbourg, Bas-Rhin, France",25.2,48.570721,7.758374
appartement_etudiant_strasbourg_p1_11,appartement_etudiant,1 chambre appartement de 26m²,strasbourg,Grand Est,26.0,1,401.0,"Strasbourg, Bas-Rhin, France",15.4,48.570721,7.758374
appartement_etudiant_strasbourg_p1_12,appartement_etudiant,4 chambres appartement de 12m²,strasbourg,Grand Est,12.0,4,385.0,"67100 Strasbourg, France",32.1,48.53819,7.773313
appartement_etudiant_strasbourg_p1_13,appartement_etudiant,1 chambre appartement de 19m²,strasbourg,Grand Est,19.0,1,633.0,"208 Avenue de Colmar, 67100 Strasbourg, France",33.3,48.556853,7.74695
appartement_etudiant_strasbourg_p1_14,appartement_etudiant,1 chambre appartement de 93m²,strasbourg,Grand Est,93.0,1,490.0,"14 Rue de Fréland, 67100 Strasbourg, France",5.3,48.564885,7.774886
appartement_etudiant_strasbourg_p1_15,appartement_etudiant,1 chambre appartement de 32m²,strasbourg,Grand Est,32.0,1,480.0,"67200 Strasbourg, France",15.0,48.582855,7.713642
appartement_etudiant_strasbourg_p1_16,appartement_etudiant,2 chambres appartement de 40m²,strasbourg,Grand Est,40.0,2,616.0,"21 Rue de Calais, 67026 Strasbourg, France",15.4,48.526936,7.781101
appartement_etudiant_strasbourg_p1_17,appartement_etudiant,1 chambre appartement de 19m²,strasbourg,Grand Est,19.0,1,430.0,"Strasbourg, Bas-Rhin, France",22.6,48.570721,7.758374
appartement_etudiant_strasbourg_p1_18,appartement_etudiant,1 chambre appartement de 31m²,strasbourg,Grand Est,31.0,1,480.0,"Strasbourg, Bas-Rhin, France",15.5,48.570721,7.758374
appartement_etudiant_strasbourg_p1_19,appartement_etudiant,1 chambre appartement de 16m²,strasbourg,Grand Est,16.0,1,600.0,"3 Rue du Parc, 67081 Strasbourg, France",37.5,48.601879,7.783441
appartement_etudiant_strasbourg_p1_20,appartement_etudiant,1 chambre appartement de 11m²,strasbourg,Grand Est,11.0,1,416.0,"21 Rue de Calais, 67026 Strasbourg, France",37.8,48.526936,7.781101
appartement_etudiant_strasbourg_p1_21,appartement_etudiant,1 chambre appartement de 122m²,strasbourg,Grand Est,122.0,1,700.0,"Strasbourg, Bas-Rhin, France",5.7,48.570721,7.758374
appartement_etudiant_strasbourg_p2_1,appartement_etudiant,2 chambres appartement de 41m²,strasbourg,Grand Est,41.0,2,690.0,"32 Rue de Soultz, 67100 Strasbourg, France",16.8,48.56527,7.778076
appartement_etudiant_strasbourg_p2_3,appartement_etudiant,1 chambre appartement de 24m²,strasbourg,Grand Est,24.0,1,375.0,"10 Rue Catherine Pozzi, 67200 Strasbourg, France",15.6,48.585923,7.717447
appartement_etudiant_strasbourg_p2_5,appartement_etudiant,1 chambre appartement de 28m²,strasbourg,Grand Est,28.0,1,590.0,"Strasbourg, Bas-Rhin, France",21.1,48.570721,7.758374
appartement_etudiant_strasbourg_p2_6,appartement_etudiant,1 chambre appartement de 20m²,strasbourg,Grand Est,20.0,1,633.0,"45 Avenue du Rhin, 67100 Strasbourg, France",31.6,48.569746,7.779033
appartement_etudiant_strasbourg_p2_7,appartement_etudiant,1 chambre appartement de 34m²,strasbourg,Grand Est,34.0,1,537.0,"Strasbourg, Bas-Rhin, France",15.8,48.570721,7.758374
appartement_etudiant_strasbourg_p2_8,appartement_etudiant,1 chambre appartement de 20m²,strasbourg,Grand Est,20.0,1,606.0,"Strasbourg, Bas-Rhin, France",30.3,48.570721,7.758374
appartement_etudiant_strasbourg_p2_9,appartement_etudiant,1 chambre appartement de 24m²,strasbourg,Grand Est,24.0,1,590.0,"Lady Sushi Strasbourg, 74 Avenue de la Forêt Noire, 67085 Strasbourg, France",24.6,48.582283,7.773365
appartement_etudiant_strasbourg_p2_10,appartement_etudiant,1 chambre appartement de 15m²,strasbourg,Grand Est,15.0,1,537.0,"3 Rue du Parc, 67081 Strasbourg, France",35.8,48.601879,7.783441
appartement_etudiant_strasbourg_p2_11,appartement_etudiant,1 chambre appartement de 38m²,strasbourg,Grand Est,38.0,1,590.0,"Strasbourg, Bas-Rhin, France",15.5,48.570721,7.758374
appartement_etudiant_strasbourg_p2_12,appartement_etudiant,1 chambre appartement de 24m²,strasbourg,Grand Est,24.0,1,444.0,"Strasbourg, Bas-Rhin, France",18.5,48.570721,7.758374
appartement_etudiant_strasbourg_p2_13,appartement_etudiant,1 chambre appartement de 27m²,strasbourg,Grand Est,27.0,1,425.0,"Strasbourg, Bas-Rhin, France",15.7,48.570721,7.758374
appartement_etudiant_strasbourg_p2_14,appartement_etudiant,1 chambre appartement de 28m²,strasbourg,Grand Est,28.0,1,600.0,"Strasbourg, Bas-Rhin, France",21.4,48.570721,7.758374
appartement_etudiant_strasbourg_p2_15,appartement_etudiant,1 chambre appartement de 39m²,strasbourg,Grand Est,39.0,1,617.0,"Strasbourg, Bas-Rhin, France",15.8,48.570721,7.758374
appartement_etudiant_strasbourg_p2_16,appartement_etudiant,1 chambre studio de 21m²,strasbourg,Grand Est,21.0,1,539.0,"Strasbourg, Bas-Rhin, France",25.7,48.570721,7.758374
appartement_etudiant_strasbourg_p2_17,appartement_etudiant,1 chambre appartement de 20m²,strasbourg,Grand Est,20.0,1,480.0,"21 Rue de Calais, 67026 Strasbourg, France",24.0,48.526936,7.781101
appartement_etudiant_strasbourg_p2_18,appartement_etudiant,1 chambre appartement de 28m²,strasbourg,Grand Est,28.0,1,444.0,"Strasbourg, Bas-Rhin, France",15.9,48.570721,7.758374
appartement_etudiant_strasbourg_p2_19,appartement_etudiant,1 chambre appartement de 16m²,strasbourg,Grand Est,16.0,1,550.0,"Strasbourg, Bas-Rhin, France",34.4,48.570721,7.758374
appartement_etudiant_strasbourg_p2_20,appartement_etudiant,1 chambre appartement de 30m²,strasbourg,Grand Est,30.0,1,430.0,"5 Rue de Verdun, 67091 Strasbourg, France",14.3,48.585624,7.7704
appartement_etudiant_strasbourg_p2_21,appartement_etudiant,1 chambre studio de 10m²,strasbourg,Grand Est,10.0,1,450.0,"1 Rue de la Somme, 67091 Strasbourg, France",45.0,48.583746,7.773503
appartement_etudiant_strasbourg_p3_1,appartement_etudiant,1 chambre appartement de 15m²,strasbourg,Grand Est,15.0,1,125.0,"Strasbourg, Bas-Rhin, France",8.3,48.570721,7.758374
appartement_etudiant_strasbourg_p3_2,appartement_etudiant,2 chambres appartement de 41m²,strasbourg,Grand Est,41.0,2,684.0,"Strasbourg, Bas-Rhin, France",16.7,48.570721,7.758374
appartement_etudiant_strasbourg_p3_3,appartement_etudiant,1 chambre appartement de 36m²,strasbourg,Grand Est,36.0,1,556.0,"Strasbourg, Bas-Rhin, France",15.4,48.570721,7.758374
appartement_etudiant_strasbourg_p3_4,appartement_etudiant,1 chambre appartement de 26m²,strasbourg,Grand Est,26.0,1,536.0,"67200 Strasbourg, France",20.6,48.582855,7.713642
appartement_etudiant_strasbourg_p3_5,appartement_etudiant,1 chambre appartement de 18m²,strasbourg,Grand Est,18.0,1,680.0,"Strasbourg, Bas-Rhin, France",37.8,48.570721,7.758374
appartement_etudiant_strasbourg_p3_6,appartement_etudiant,1 chambre appartement de 41m²,strasbourg,Grand Est,41.0,1,700.0,"17 Rue de Metzeral, 67085 Strasbourg, France",17.1,48.570485,7.77132
appartement_etudiant_strasbourg_p3_8,appartement_etudiant,1 chambre appartement de 12m²,strasbourg,Grand Est,12.0,1,591.0,"67100 Strasbourg, France",49.2,48.53819,7.773313
appartement_etudiant_strasbourg_p3_9,appartement_etudiant,1 chambre appartement de 12m²,strasbourg,Grand Est,12.0,1,604.0,"67100 Strasbourg, France",50.3,48.53819,7.773313
appartement_etudiant_strasbourg_p3_12,appartement_etudiant,1 chambre appartement de 10m²,strasbourg,Grand Est,10.0,1,537.0,"3 Rue du Parc, 67081 Strasbourg, France",53.7,48.601879,7.783441
appartement_etudiant_strasbourg_p3_13,appartement_etudiant,1 chambre appartement de 12m²,strasbourg,Grand Est,12.0,1,622.0,"67100 Strasbourg, France",51.8,48.53819,7.773313
appartement_etudiant_strasbourg_p3_17,appartement_etudiant,1 chambre studio de 20m²,strasbourg,Grand Est,20.0,1,633.0,"Strasbourg, Bas-Rhin, France",31.6,48.570721,7.758374
appartement_etudiant_strasbourg_p3_18,appartement_etudiant,1 chambre appartement de 44m²,strasbourg,Grand Est,44.0,1,684.0,"Strasbourg, Bas-Rhin, France",15.5,48.570721,7.758374
appartement_etudiant_strasbourg_p3_19,appartement_etudiant,2 chambres appartement de 23m²,strasbourg,Grand Est,23.0,2,620.0,"Strasbourg, Bas-Rhin, France",27.0,48.570721,7.758374
appartement_etudiant_strasbourg_p3_20,appartement_etudiant,2 chambres appartement de 44m²,strasbourg,Grand Est,44.0,2,680.0,"Strasbourg, Bas-Rhin, France",15.5,48.570721,7.758374
appartement_etudiant_strasbourg_p3_21,appartement_etudiant,1 chambre appartement de 45m²,strasbourg,Grand Est,45.0,1,700.0,"10 Rue Catherine Pozzi, 67200 Strasbourg, France",15.6,48.585923,7.717447
appartement_etudiant_strasbourg_p4_1,appartement_etudiant,1 chambre studio de 21m²,strasbourg,Grand Est,21.0,1,556.0,"Strasbourg, 20 Place de la Gare, 67000 Strasbourg, France",26.5,48.584289,7.733984
appartement_etudiant_strasbourg_p4_4,appartement_etudiant,1 chambre appartement de 21m²,strasbourg,Grand Est,21.0,1,556.0,"67000 Strasbourg, France",26.5,48.599469,7.784702
appartement_etudiant_strasbourg_p4_5,appartement_etudiant,1 chambre appartement de 36m²,strasbourg,Grand Est,36.0,1,565.0,"Strasbourg, Bas-Rhin, France",15.7,48.570721,7.758374
appartement_etudiant_strasbourg_p4_8,appartement_etudiant,1 chambre studio de 19m²,strasbourg,Grand Est,19.0,1,633.0,"Strasbourg, Bas-Rhin, France",33.3,48.570721,7.758374
appartement_etudiant_strasbourg_p4_11,appartement_etudiant,1 chambre appartement de 15m²,strasbourg,Grand Est,15.0,1,550.0,"Strasbourg, Bas-Rhin, France",36.7,48.570721,7.758374
appartement_etudiant_strasbourg_p4_12,appartement_etudiant,1 chambre appartement de 43m²,strasbourg,Grand Est,43.0,1,675.0,"Strasbourg, Bas-Rhin, France",15.7,48.570721,7.758374
appartement_etudiant_strasbourg_p4_13,appartement_etudiant,1 chambre appartement de 18m²,strasbourg,Grand Est,18.0,1,480.0,"Strasbourg, Bas-Rhin, France",26.7,48.570721,7.758374
appartement_etudiant_strasbourg_p4_14,appartement_etudiant,1 chambre appartement de 29m²,strasbourg,Grand Est,29.0,1,650.0,"Strasbourg, Bas-Rhin, France",22.4,48.570721,7.758374
appartement_etudiant_strasbourg_p4_15,appartement_etudiant,2 chambres appartement de 35m²,strasbourg,Grand Est,35.0,2,570.0,"67100 Strasbourg, France",16.3,48.53819,7.773313
appartement_etudiant_strasbourg_p4_16,appartement_etudiant,2 chambres appartement de 45m²,strasbourg,Grand Est,45.0,2,617.0,"Strasbourg, Bas-Rhin, France",13.7,48.570721,7.758374
appartement_etudiant_strasbourg_p4_17,appartement_etudiant,2 chambres appartement de 42m²,strasbourg,Grand Est,42.0,2,680.0,"Strasbourg, 20 Place de la Gare, 67000 Strasbourg, France",16.2,48.584289,7.733984
appartement_etudiant_strasbourg_p4_18,appartement_etudiant,1 chambre appartement de 16m²,strasbourg,Grand Est,16.0,1,510.0,"3 Rue du Parc, 67000 Strasbourg, France",31.9,48.601879,7.783441
appartement_etudiant_strasbourg_p4_19,appartement_etudiant,1 chambre appartement de 21m²,strasbourg,Grand Est,21.0,1,610.0,"67000 Strasbourg, France",29.0,48.599469,7.784702
appartement_etudiant_strasbourg_p4_20,appartement_etudiant,2 chambres appartement de 35m²,strasbourg,Grand Est,35.0,2,493.0,"67000 Strasbourg, France",14.1,48.599469,7.784702
appartement_etudiant_strasbourg_p4_21,appartement_etudiant,1 chambre appartement de 19m²,strasbourg,Grand Est,19.0,1,597.0,"16 Rue de Rome, 67000 Strasbourg, France",31.4,48.577109,7.767728
appartement_etudiant_strasbourg_p5_1,appartement_etudiant,1 chambre appartement de 15m²,strasbourg,Grand Est,15.0,1,400.0,"Strasbourg, Bas-Rhin, France",26.7,48.570721,7.758374
appartement_etudiant_strasbourg_p5_2,appartement_etudiant,1 chambre appartement de 39m²,strasbourg,Grand Est,39.0,1,606.0,"10 Rue Catherine Pozzi, 67200 Strasbourg, France",15.5,48.585923,7.717447
appartement_etudiant_strasbourg_p5_4,appartement_etudiant,1 chambre studio de 22m²,strasbourg,Grand Est,22.0,1,568.0,"Strasbourg, Bas-Rhin, France",25.8,48.570721,7.758374
appartement_etudiant_strasbourg_p5_5,appartement_etudiant,1 chambre studio de 20m²,strasbourg,Grand Est,20.0,1,571.0,"Strasbourg, 20 Place de la Gare, 67000 Strasbourg, France",28.6,48.584289,7.733984
appartement_etudiant_strasbourg_p5_6,appartement_etudiant,1 chambre appartement de 38m²,strasbourg,Grand Est,38.0,1,595.0,"Strasbourg, Bas-Rhin, France",15.7,48.570721,7.758374
appartement_etudiant_strasbourg_p5_7,appartement_etudiant,1 chambre appartement de 25m²,strasbourg,Grand Est,25.0,1,399.0,"Strasbourg, Bas-Rhin, France",16.0,48.570721,7.758374
appartement_etudiant_strasbourg_p5_8,appartement_etudiant,2 chambres appartement de 42m²,strasbourg,Grand Est,42.0,2,625.0,"Strasbourg-Cronenbourg, Rue de Hochfelden, 67200 Strasbourg, France",14.9,48.5952,7.71908
appartement_etudiant_strasbourg_p5_9,appartement_etudiant,2 chambres appartement de 43m²,strasbourg,Grand Est,43.0,2,665.0,"279 Avenue de Colmar, 67100 Strasbourg, France",15.5,48.552463,7.744054
appartement_etudiant_strasbourg_p5_10,appartement_etudiant,2 chambres appartement de 34m²,strasbourg,Grand Est,34.0,2,465.0,"67000 Strasbourg, France",13.7,48.599469,7.784702
appartement_etudiant_strasbourg_p5_11,appartement_etudiant,2 chambres appartement de 36m²,strasbourg,Grand Est,36.0,2,695.0,"Strasbourg, Bas-Rhin, France",19.3,48.570721,7.758374
appartement_etudiant_strasbourg_p5_12,appartement_etudiant,1 chambre appartement de 16m²,strasbourg,Grand Est,16.0,1,650.0,"Strasbourg, Bas-Rhin, France",40.6,48.570721,7.758374
appartement_etudiant_strasbourg_p5_13,appartement_etudiant,1 chambre appartement de 32m²,strasbourg,Grand Est,32.0,1,546.0,"9 Chemin de la Prairie, 67081 Strasbourg, France",17.1,48.607371,7.785445
appartement_etudiant_strasbourg_p5_14,appartement_etudiant,2 chambres appartement de 36m²,strasbourg,Grand Est,36.0,2,500.0,"67000 Strasbourg, France",13.9,48.599469,7.784702
appartement_etudiant_strasbourg_p5_15,appartement_etudiant,1 chambre appartement de 923m²,strasbourg,Grand Est,923.0,1,460.0,"6 Rue de Bruges, 67000 Strasbourg, France",0.5,48.585192,7.775879
appartement_etudiant_strasbourg_p5_16,appartement_etudiant,1 chambre appartement de 36m²,strasbourg,Grand Est,36.0,1,568.0,"Strasbourg, Bas-Rhin, France",15.8,48.570721,7.758374
appartement_etudiant_strasbourg_p5_17,appartement_etudiant,1 chambre appartement de 39m²,strasbourg,Grand Est,39.0,1,615.0,"Strasbourg, Bas-Rhin, France",15.8,48.570721,7.758374
